43
50
1949
Year	Mnth	Day	Hr	dayl(s)	PRCP(mm/day)	PET(mm/day)	Flag
1979	3	11	12	35000	0	2.5025	1
1979	3	12	12	35000	0	3.7944	1
1979	3	13	12	35000	0	2.6863	1
1979	3	14	12	35000	0.4394	4.634	1
1979	3	15	12	35000	0	3.2933	-1
1979	3	16	12	35000	0	1.5606	0
1979	3	17	12	35000	0	3.5757	-1
1979	3	18	12	35000	0	2.4627	1
1979	3	19	12	35000	0	3.5689	-1
1979	3	20	12	35000	0	1.3439	-1
1979	3	21	12	35000	0.0511	1.6196	0
1979	3	22	12	35000	27.756	0.7294	1
1979	3	23	12	35000	1.3935	3.0623	-1
1979	3	24	12	35000	0	3.7866	0
1979	3	25	12	35000	0	4.1204	0
1979	3	26	12	35000	0	3.9019	-1
1979	3	27	12	35000	0	3.7752	-1
1979	3	28	12	35000	0	4.337	-1
1979	3	29	12	35000	0	1.9145	1
1979	3	30	12	35000	0	1.6689	1
1979	3	31	12	35000	0.17	0.7859	-1
1979	4	1	12	35000	0.1833	2.9616	-1
1979	4	2	12	35000	48.321	0.5688	1
1979	4	3	12	35000	43.786	0.8337	1
1979	4	4	12	35000	2.3369	2.0178	0
1979	4	5	12	35000	0	4.5483	1
1979	4	6	12	35000	0	4.7579	-1
1979	4	7	12	35000	1.0076	3.9599	1
1979	4	8	12	35000	10.233	0.6052	-1
1979	4	9	12	35000	0.0006	3.2635	0
1979	4	10	12	35000	0	1.7442	-1
1979	4	11	12	35000	0.0473	2.2241	-1
1979	4	12	12	35000	34.396	0.948	1
1979	4	13	12	35000	2.0387	1.505	0
1979	4	14	12	35000	0	5.4988	1
1979	4	15	12	35000	0	5.5474	1
1979	4	16	12	35000	0	5.7662	-1
1979	4	17	12	35000	0	3.6657	-1
1979	4	18	12	35000	0	1.4047	-1
1979	4	19	12	35000	0	1.8254	-1
1979	4	20	12	35000	0	1.0552	-1
1979	4	21	12	35000	0.14	0.9854	-1
1979	4	22	12	35000	17.336	0.8954	1
1979	4	23	12	35000	32.01	0.8286	-1
1979	4	24	12	35000	5.0747	0.8573	-1
1979	4	25	12	35000	0	1.1071	0
1979	4	26	12	35000	4.3138	2.7794	0
1979	4	27	12	35000	0	3.3044	-1
1979	4	28	12	35000	0	5.1887	-1
1979	4	29	12	35000	0	0.9181	0
1979	4	30	12	35000	0.001	4.1309	0
1979	5	1	12	35000	0	2.3857	0
1979	5	2	12	35000	5.269	1.4901	0
1979	5	3	12	35000	0.8622	1.5947	-1
1979	5	4	12	35000	31.418	0.6106	0
1979	5	5	12	35000	0.0046	0.7448	1
1979	5	6	12	35000	0	4.1153	1
1979	5	7	12	35000	0.3175	4.4067	-1
1979	5	8	12	35000	0	3.5378	0
1979	5	9	12	35000	0	3.1269	1
1979	5	10	12	35000	0	4.0726	0
1979	5	11	12	35000	5.7712	2.5846	-1
1979	5	12	12	35000	7.2109	1.7878	1
1979	5	13	12	35000	0	1.993	-1
1979	5	14	12	35000	0	6.0704	0
1979	5	15	12	35000	0	6.391	-1
1979	5	16	12	35000	0	6.8684	-1
1979	5	17	12	35000	0	6.6828	0
1979	5	18	12	35000	0	4.7683	-1
1979	5	19	12	35000	1.1797	4.0853	1
1979	5	20	12	35000	0	3.9319	0
1979	5	21	12	35000	0	1.8946	-1
1979	5	22	12	35000	10.462	2.7276	-1
1979	5	23	12	35000	29.087	1.035	1
1979	5	24	12	35000	0	4.4196	1
1979	5	25	12	35000	0	6.1385	-1
1979	5	26	12	35000	0	6.2801	-1
1979	5	27	12	35000	0	2.5933	-1
1979	5	28	12	35000	0	2.323	0
1979	5	29	12	35000	27.401	1.4081	0
1979	5	30	12	35000	0.8443	0.8426	0
1979	5	31	12	35000	3.0574	1.9032	-1
1979	6	1	12	35000	1.5723	4.5077	1
1979	6	2	12	35000	16.81	2.7653	-1
1979	6	3	12	35000	9.1752	2.6873	1
1979	6	4	12	35000	0	3.7603	-1
1979	6	5	12	35000	34.847	1.8538	-1
1979	6	6	12	35000	3.6259	3.2188	-1
1979	6	7	12	35000	0	2.3292	1
1979	6	8	12	35000	0	5.9724	0
1979	6	9	12	35000	0	5.3656	-1
1979	6	10	12	35000	16.658	3.9181	-1
1979	6	11	12	35000	0	7.2546	1
1979	6	12	12	35000	0	6.8672	0
1979	6	13	12	35000	0	6.587	-1
1979	6	14	12	35000	0	6.7277	0
1979	6	15	12	35000	0	4.9786	-1
1979	6	16	12	35000	0	6.1428	1
1979	6	17	12	35000	0	6.1593	1
1979	6	18	12	35000	0	6.8994	0
1979	6	19	12	35000	0	7.3147	0
1979	6	20	12	35000	0	7.0723	-1
1979	6	21	12	35000	0	1.3908	1
1979	6	22	12	35000	0	3.6745	0
1979	6	23	12	35000	8.6848	3.7027	-1
1979	6	24	12	35000	5.9552	3.5532	-1
1979	6	25	12	35000	0.0052	1.7515	0
1979	6	26	12	35000	0	2.8473	-1
1979	6	27	12	35000	0	4.7614	0
1979	6	28	12	35000	0	5.6692	0
1979	6	29	12	35000	1.3453	2.3679	0
1979	6	30	12	35000	0	4.415	0
1979	7	1	12	35000	0.0756	4.0903	1
1979	7	2	12	35000	0	5.4256	-1
1979	7	3	12	35000	0.4156	6.3379	1
1979	7	4	12	35000	0	6.9963	-1
1979	7	5	12	35000	0	5.7458	-1
1979	7	6	12	35000	17.045	4.0521	1
1979	7	7	12	35000	27.616	1.4815	-1
1979	7	8	12	35000	7.7044	1.9382	-1
1979	7	9	12	35000	5.6912	1.9948	0
1979	7	10	12	35000	1.7529	1.2562	-1
1979	7	11	12	35000	52.419	0.7965	-1
1979	7	12	12	35000	0.0041	5.2381	-1
1979	7	13	12	35000	24.484	2.4758	-1
1979	7	14	12	35000	0.0294	1.8138	1
1979	7	15	12	35000	0.3953	5.0712	-1
1979	7	16	12	35000	0.1385	4.8815	-1
1979	7	17	12	35000	0.001	5.0986	0
1979	7	18	12	35000	10.774	3.2807	1
1979	7	19	12	35000	1.802	2.5152	1
1979	7	20	12	35000	27.428	1.0227	1
1979	7	21	12	35000	3.2049	1.6884	-1
1979	7	22	12	35000	0.0914	4.4676	0
1979	7	23	12	35000	0	2.141	0
1979	7	24	12	35000	4.2608	2.3219	-1
1979	7	25	12	35000	3.0658	1.5988	-1
1979	7	26	12	35000	9.9091	2.3059	1
1979	7	27	12	35000	2.3712	2.5663	1
1979	7	28	12	35000	0.3895	2.7755	1
1979	7	29	12	35000	0	4.712	1
1979	7	30	12	35000	0	5.7804	-1
1979	7	31	12	35000	0	5.7193	-1
1979	8	1	12	35000	0	5.3468	-1
1979	8	2	12	35000	2.9823	3.1767	-1
1979	8	3	12	35000	0.1889	3.6726	-1
1979	8	4	12	35000	0.1043	5.2569	-1
1979	8	5	12	35000	1.4107	5.9498	0
1979	8	6	12	35000	0.0378	6.3465	1
1979	8	7	12	35000	0	6.7318	1
1979	8	8	12	35000	5.6001	6.3715	-1
1979	8	9	12	35000	4.0816	5.9468	-1
1979	8	10	12	35000	0	5.5971	0
1979	8	11	12	35000	34.12	2.7573	1
1979	8	12	12	35000	0.3669	3.4384	0
1979	8	13	12	35000	0	4.5391	-1
1979	8	14	12	35000	0	5.2841	-1
1979	8	15	12	35000	0.1523	5.4351	-1
1979	8	16	12	35000	0	5.3792	1
1979	8	17	12	35000	0	6.4496	0
1979	8	18	12	35000	1.4241	5.3346	-1
1979	8	19	12	35000	0	5.9362	-1
1979	8	20	12	35000	1.3435	3.5038	1
1979	8	21	12	35000	26.561	4.5519	-1
1979	8	22	12	35000	7.3519	2.96	-1
1979	8	23	12	35000	0.0118	2.3047	-1
1979	8	24	12	35000	15.124	2.846	1
1979	8	25	12	35000	12.929	2.0559	1
1979	8	26	12	35000	0.1234	2.7966	-1
1979	8	27	12	35000	8.244	3.8339	-1
1979	8	28	12	35000	0.2467	4.8065	0
1979	8	29	12	35000	0	4.9474	1
1979	8	30	12	35000	2.6883	5.636	-1
1979	8	31	12	35000	9.5426	5.5954	-1
1979	9	1	12	35000	0.0004	4.4809	-1
1979	9	2	12	35000	10.5	1.4564	-1
1979	9	3	12	35000	6.5732	1.937	-1
1979	9	4	12	35000	0	4.7791	0
1979	9	5	12	35000	0	4.3744	0
1979	9	6	12	35000	0	3.9461	0
1979	9	7	12	35000	0	4.4826	0
1979	9	8	12	35000	0.3655	6.6596	-1
1979	9	9	12	35000	0	5.3961	1
1979	9	10	12	35000	0	6.3875	0
1979	9	11	12	35000	0	6.573	1
1979	9	12	12	35000	3.939	2.0201	-1
1979	9	13	12	35000	94.026	1.1971	0
1979	9	14	12	35000	0	3.9973	1
1979	9	15	12	35000	0	5.9358	-1
1979	9	16	12	35000	0.285	1.9323	-1
1979	9	17	12	35000	1.4207	0.5955	1
1979	9	18	12	35000	0	0.7285	-1
1979	9	19	12	35000	0.4778	0.8185	-1
1979	9	20	12	35000	73.496	0.699	-1
1979	9	21	12	35000	0.1731	2.1934	-1
1979	9	22	12	35000	0.1523	4.745	-1
1979	9	23	12	35000	0	5.3467	0
1979	9	24	12	35000	0	3.453	-1
1979	9	25	12	35000	0	2.8514	1
1979	9	26	12	35000	0	1.5387	-1
1979	9	27	12	35000	0	2.4219	-1
1979	9	28	12	35000	0	3.74	1
1979	9	29	12	35000	0	3.7769	-1
1979	9	30	12	35000	0	4.324	1
1979	10	1	12	35000	0	4.8034	-1
1979	10	2	12	35000	0.712	5.1727	-1
1979	10	3	12	35000	0	4.6899	-1
1979	10	4	12	35000	0.7034	2.461	-1
1979	10	5	12	35000	1.3435	4.1759	-1
1979	10	6	12	35000	0	3.0692	0
1979	10	7	12	35000	0	4.5164	1
1979	10	8	12	35000	0	4.9973	1
1979	10	9	12	35000	0	2.7096	1
1979	10	10	12	35000	0.6484	2.3405	0
1979	10	11	12	35000	0	3.9001	1
1979	10	12	12	35000	0	4.6497	-1
1979	10	13	12	35000	0	4.0616	0
1979	10	14	12	35000	0	4.1356	0
1979	10	15	12	35000	0	3.5093	0
1979	10	16	12	35000	0	2.7274	-1
1979	10	17	12	35000	0	3.5796	-1
1979	10	18	12	35000	0	3.498	-1
1979	10	19	12	35000	0	4.0127	-1
1979	10	20	12	35000	0	2.707	0
1979	10	21	12	35000	0	1.914	-1
1979	10	22	12	35000	0.4715	1.0125	1
1979	10	23	12	35000	0.2687	3.6349	1
1979	10	24	12	35000	0	2.8168	0
1979	10	25	12	35000	0	3.1619	-1
1979	10	26	12	35000	0	3.3361	1
1979	10	27	12	35000	0	3.6566	0
1979	10	28	12	35000	3.8804	3.2182	1
1979	10	29	12	35000	12.901	1.1896	1
1979	10	30	12	35000	0.0378	1.7819	0
1979	10	31	12	35000	32.415	0.8193	-1
1979	11	1	12	35000	7.7536	2.0233	-1
1979	11	2	12	35000	0	3.3552	0
1979	11	3	12	35000	0	2.4875	-1
1979	11	4	12	35000	0	2.7487	0
1979	11	5	12	35000	0	1.8032	-1
1979	11	6	12	35000	0	1.0375	1
1979	11	7	12	35000	0	2.6435	0
1979	11	8	12	35000	0	1.0918	-1
1979	11	9	12	35000	54.709	1.0784	1
1979	11	10	12	35000	3.8691	0.506	0
1979	11	11	12	35000	3.2737	1.0541	1
1979	11	12	12	35000	0	2.176	-1
1979	11	13	12	35000	0	2.2723	0
1979	11	14	12	35000	0	2.1111	-1
1979	11	15	12	35000	0	2.09	1
1979	11	16	12	35000	0	2.4651	-1
1979	11	17	12	35000	0	2.0849	-1
1979	11	18	12	35000	0	1.9527	0
1979	11	19	12	35000	0	2.507	-1
1979	11	20	12	35000	0	1.5939	0
1979	11	21	12	35000	0	1.5466	-1
1979	11	22	12	35000	16.014	0.6373	-1
1979	11	23	12	35000	29.866	0.1461	-1
1979	11	24	12	35000	2.359	1.1303	0
1979	11	25	12	35000	41.423	0.2269	0
1979	11	26	12	35000	1.948	1.9667	0
1979	11	27	12	35000	0	1.6811	-1
1979	11	28	12	35000	0.1446	2.4459	0
1979	11	29	12	35000	0	1.7912	0
1979	11	30	12	35000	0	0.8998	1
1979	12	1	12	35000	0	1.5516	1
1979	12	2	12	35000	0	1.8494	0
1979	12	3	12	35000	0	0.6995	-1
1979	12	4	12	35000	0	1.5998	1
1979	12	5	12	35000	0	1.8733	1
1979	12	6	12	35000	2.3155	0.4629	1
1979	12	7	12	35000	0.0714	1.767	0
1979	12	8	12	35000	0	2.0275	-1
1979	12	9	12	35000	0	2.0127	-1
1979	12	10	12	35000	0	2.0736	0
1979	12	11	12	35000	0	1.2321	-1
1979	12	12	12	35000	17.591	0.6711	-1
1979	12	13	12	35000	46.142	0.189	0
1979	12	14	12	35000	0	0.9749	-1
1979	12	15	12	35000	0.8278	0.531	-1
1979	12	16	12	35000	1.705	0.9468	1
1979	12	17	12	35000	0	1.3851	-1
1979	12	18	12	35000	0	1.27	-1
1979	12	19	12	35000	0	0.8683	1
1979	12	20	12	35000	0	0.5113	1
1979	12	21	12	35000	0.3404	1.1208	-1
1979	12	22	12	35000	10.632	0.5212	-1
1979	12	23	12	35000	16.857	0.53	0
1979	12	24	12	35000	11.564	1.1877	-1
1979	12	25	12	35000	0	1.8829	-1
1979	12	26	12	35000	0	1.1791	-1
1979	12	27	12	35000	0	0.8118	0
1979	12	28	12	35000	0	0.6804	0
1979	12	29	12	35000	3.8385	0.2812	-1
1979	12	30	12	35000	0	0.3532	-1
1979	12	31	12	35000	0	0.4609	0
1980	1	1	12	35000	0	1.4959	-1
1980	1	2	12	35000	0.1043	1.0302	-1
1980	1	3	12	35000	8.6957	0.5019	-1
1980	1	4	12	35000	0.0023	0.4252	0
1980	1	5	12	35000	0	0.5954	-1
1980	1	6	12	35000	0	1.7052	1
1980	1	7	12	35000	1.0252	0.4357	-1
1980	1	8	12	35000	4.3446	0.1803	-1
1980	1	9	12	35000	5.1088	0.2303	0
1980	1	10	12	35000	0.0013	0.3261	0
1980	1	11	12	35000	64.504	0.95	-1
1980	1	12	12	35000	0	1.9121	1
1980	1	13	12	35000	0	0.7318	-1
1980	1	14	12	35000	0	0.2026	0
1980	1	15	12	35000	0	0.6315	0
1980	1	16	12	35000	36.035	0.3018	0
1980	1	17	12	35000	3.4576	0.1349	1
1980	1	18	12	35000	0	0.2644	1
1980	1	19	12	35000	0	0.7923	-1
1980	1	20	12	35000	0	0.5707	-1
1980	1	21	12	35000	11.069	0.7717	-1
1980	1	22	12	35000	36.323	0.2775	1
1980	1	23	12	35000	0	1.8506	0
1980	1	24	12	35000	0.1054	1.4833	0
1980	1	25	12	35000	4.1327	0.6618	-1
1980	1	26	12	35000	9.481	0.1181	1
1980	1	27	12	35000	0	0.1903	-1
1980	1	28	12	35000	0.0388	0.5262	1
1980	1	29	12	35000	1.1493	0.3404	1
1980	1	30	12	35000	8.7683	0.7143	-1
1980	1	31	12	35000	0.0035	0.6558	-1
1980	2	1	12	35000	0	1.7782	0
1980	2	2	12	35000	0.001	0.7627	1
1980	2	3	12	35000	0	1.3193	0
1980	2	4	12	35000	0	1.2887	0
1980	2	5	12	35000	12.391	0.7833	-1
1980	2	6	12	35000	0	1.9867	1
1980	2	7	12	35000	0	1.4496	-1
1980	2	8	12	35000	11.597	0.7186	-1
1980	2	9	12	35000	67.117	0.1919	1
1980	2	10	12	35000	0	0.4258	-1
1980	2	11	12	35000	0	0.4624	0
1980	2	12	12	35000	0	0.7314	1
1980	2	13	12	35000	0	0.8106	1
1980	2	14	12	35000	0	2.4107	-1
1980	2	15	12	35000	0.8968	0.7601	0
1980	2	16	12	35000	0	0.6342	-1
1980	2	17	12	35000	0	1.9988	-1
1980	2	18	12	35000	0	1.6448	1
1980	2	19	12	35000	0	1.1563	-1
1980	2	20	12	35000	0.3359	2.7603	-1
1980	2	21	12	35000	0	0.9117	-1
1980	2	22	12	35000	0	2.573	-1
1980	2	23	12	35000	0	2.4278	-1
1980	2	24	12	35000	0	2.565	1
1980	2	25	12	35000	0	3.3637	1
1980	2	26	12	35000	0	2.8308	1
1980	2	27	12	35000	0	3.0277	-1
1980	2	28	12	35000	0	4.1984	-1
1980	2	29	12	35000	8.9231	1.008	0
1980	3	1	12	35000	3.8174	0.5388	1
1980	3	2	12	35000	0.0609	2.3622	-1
1980	3	3	12	35000	0.1322	2.4459	-1
1980	3	4	12	35000	11.959	0.8239	1
1980	3	5	12	35000	0.1528	1.3516	1
1980	3	6	12	35000	0	2.5067	1
1980	3	7	12	35000	26.944	0.7628	1
1980	3	8	12	35000	0.2278	1.804	-1
1980	3	9	12	35000	0	1.5985	1
1980	3	10	12	35000	0.3713	1.9361	-1
1980	3	11	12	35000	0.0108	1.2533	-1
1980	3	12	12	35000	5.6059	0.4652	-1
1980	3	13	12	35000	0	1.3815	0
1980	3	14	12	35000	0	2.1239	1
1980	3	15	12	35000	0	1.7604	-1
1980	3	16	12	35000	29.773	1.197	-1
1980	3	17	12	35000	24.564	0.6213	-1
1980	3	18	12	35000	0	4.0201	-1
1980	3	19	12	35000	21.22	0.5534	-1
1980	3	20	12	35000	41.179	0.7112	1
1980	3	21	12	35000	0	4.6171	-1
1980	3	22	12	35000	0	4.1395	-1
1980	3	23	12	35000	1.6765	1.6115	-1
1980	3	24	12	35000	7.4342	3.2065	-1
1980	3	25	12	35000	0	1.2083	0
1980	3	26	12	35000	10.683	0.3438	-1
1980	3	27	12	35000	48.29	0.4391	-1
1980	3	28	12	35000	33.541	0.6547	-1
1980	3	29	12	35000	73.54	0.5398	-1
1980	3	30	12	35000	0.0217	4.1659	-1
1980	3	31	12	35000	0	1.998	-1
1980	4	1	12	35000	0	3.8991	1
1980	4	2	12	35000	5.8116	0.6641	0
1980	4	3	12	35000	0.0743	0.5057	1
1980	4	4	12	35000	0.0567	4.8041	0
1980	4	5	12	35000	0	4.1812	-1
1980	4	6	12	35000	7.0439	4.0446	0
1980	4	7	12	35000	14.196	2.0341	-1
1980	4	8	12	35000	15.035	5.1534	-1
1980	4	9	12	35000	0	5.475	0
1980	4	10	12	35000	0	5.436	-1
1980	4	11	12	35000	57.07	1.1763	-1
1980	4	12	12	35000	65.642	0.4655	-1
1980	4	13	12	35000	59.539	0.4565	-1
1980	4	14	12	35000	0.0017	1.4492	1
1980	4	15	12	35000	0	4.9568	1
1980	4	16	12	35000	0	4.751	0
1980	4	17	12	35000	0	3.3695	0
1980	4	18	12	35000	0	1.2847	1
1980	4	19	12	35000	1.6037	3.5339	-1
1980	4	20	12	35000	0	5.1602	0
1980	4	21	12	35000	0	5.319	1
1980	4	22	12	35000	0	6.2062	1
1980	4	23	12	35000	0	4.6887	-1
1980	4	24	12	35000	0	4.6536	1
1980	4	25	12	35000	54.409	1.5498	1
1980	4	26	12	35000	0.1882	2.9323	0
1980	4	27	12	35000	0	1.0798	1
1980	4	28	12	35000	0	4.5056	-1
1980	4	29	12	35000	0	6.2228	-1
1980	4	30	12	35000	0.0284	1.8712	1
1980	5	1	12	35000	4.377	0.8333	0
1980	5	2	12	35000	18.611	1.651	-1
1980	5	3	12	35000	0.001	2.5113	-1
1980	5	4	12	35000	0	4.3178	1
1980	5	5	12	35000	0	4.8596	-1
1980	5	6	12	35000	0	5.3161	-1
1980	5	7	12	35000	0.7125	1.5417	0
1980	5	8	12	35000	0	1.6515	-1
1980	5	9	12	35000	0	6.5178	-1
1980	5	10	12	35000	0	6.641	1
1980	5	11	12	35000	0	5.6996	-1
1980	5	12	12	35000	0	2.4568	-1
1980	5	13	12	35000	0.1511	1.1988	1
1980	5	14	12	35000	8.5391	1.2486	1
1980	5	15	12	35000	0.9758	1.2529	-1
1980	5	16	12	35000	60.883	0.8976	0
1980	5	17	12	35000	26.603	2.2036	0
1980	5	18	12	35000	6.032	4.0282	0
1980	5	19	12	35000	15.301	0.7525	1
1980	5	20	12	35000	0.0013	2.3042	1
1980	5	21	12	35000	23.29	2.8124	-1
1980	5	22	12	35000	14.459	2.5249	0
1980	5	23	12	35000	4.3271	4.5795	-1
1980	5	24	12	35000	0	5.7658	0
1980	5	25	12	35000	8.0951	4.561	0
1980	5	26	12	35000	0	6.8215	0
1980	5	27	12	35000	0	6.0812	1
1980	5	28	12	35000	0	5.1707	1
1980	5	29	12	35000	0	5.088	1
1980	5	30	12	35000	0	2.8956	0
1980	5	31	12	35000	0	5.8685	0
1980	6	1	12	35000	0	6.0162	-1
1980	6	2	12	35000	0	5.4405	-1
1980	6	3	12	35000	0	5.1911	-1
1980	6	4	12	35000	0	6.0106	0
1980	6	5	12	35000	0	4.9314	-1
1980	6	6	12	35000	0	6.0186	1
1980	6	7	12	35000	0	3.3108	-1
1980	6	8	12	35000	18.359	2.7693	-1
1980	6	9	12	35000	0.1043	2.8718	-1
1980	6	10	12	35000	0	7.1422	-1
1980	6	11	12	35000	0	7.0298	-1
1980	6	12	12	35000	0	6.5936	-1
1980	6	13	12	35000	0	7.1035	0
1980	6	14	12	35000	0	7.3979	0
1980	6	15	12	35000	0	7.6052	-1
1980	6	16	12	35000	0	7.8028	-1
1980	6	17	12	35000	0	6.8408	-1
1980	6	18	12	35000	0.7734	3.3434	-1
1980	6	19	12	35000	12.665	2.4103	0
1980	6	20	12	35000	0	1.6064	1
1980	6	21	12	35000	0.1637	3.2758	0
1980	6	22	12	35000	0	4.4021	-1
1980	6	23	12	35000	0.3774	2.6293	-1
1980	6	24	12	35000	22.032	1.3564	-1
1980	6	25	12	35000	0.0005	2.9238	-1
1980	6	26	12	35000	9.2138	3.9543	-1
1980	6	27	12	35000	0	5.7648	1
1980	6	28	12	35000	0	4.4466	-1
1980	6	29	12	35000	0	2.4029	-1
1980	6	30	12	35000	0	6.803	1
1980	7	1	12	35000	0	7.8494	-1
1980	7	2	12	35000	0	6.9515	-1
1980	7	3	12	35000	0	5.2074	-1
1980	7	4	12	35000	0	7.6162	0
1980	7	5	12	35000	0	6.7131	-1
1980	7	6	12	35000	0	7.0278	1
1980	7	7	12	35000	7.6177	6.3925	1
1980	7	8	12	35000	0	2.6589	1
1980	7	9	12	35000	0	7.2923	-1
1980	7	10	12	35000	0	6.9507	-1
1980	7	11	12	35000	0	8.1525	0
1980	7	12	12	35000	0	7.9646	0
1980	7	13	12	35000	0	8.6189	-1
1980	7	14	12	35000	0	8.6737	-1
1980	7	15	12	35000	0	8.3267	1
1980	7	16	12	35000	14.179	7.0486	-1
1980	7	17	12	35000	1.2771	5.0613	0
1980	7	18	12	35000	5.1863	4.5191	1
1980	7	19	12	35000	15.452	6.8009	-1
1980	7	20	12	35000	62.332	3.2476	1
1980	7	21	12	35000	7.2541	1.3415	-1
1980	7	22	12	35000	18.796	1.4631	-1
1980	7	23	12	35000	2.212	2.5926	0
1980	7	24	12	35000	0	4.7997	1
1980	7	25	12	35000	0.7179	4.9155	0
1980	7	26	12	35000	0	4.3978	-1
1980	7	27	12	35000	9.3106	1.9097	-1
1980	7	28	12	35000	2.494	3.105	-1
1980	7	29	12	35000	0	6.1053	0
1980	7	30	12	35000	0	7.5201	0
1980	7	31	12	35000	0	6.7136	1
1980	8	1	12	35000	0	6.7684	-1
1980	8	2	12	35000	3.8498	6.1188	-1
1980	8	3	12	35000	7.0093	4.0658	0
1980	8	4	12	35000	0.3743	4.6579	-1
1980	8	5	12	35000	0	5.5694	-1
1980	8	6	12	35000	0	6.5687	-1
1980	8	7	12	35000	0	7.0775	-1
1980	8	8	12	35000	0	7.3234	-1
1980	8	9	12	35000	6.1202	4.2307	-1
1980	8	10	12	35000	9.7062	2.5036	0
1980	8	11	12	35000	0	2.5825	1
1980	8	12	12	35000	0	6.1102	1
1980	8	13	12	35000	3.1259	5.9543	0
1980	8	14	12	35000	0	5.6782	-1
1980	8	15	12	35000	0	6.0899	1
1980	8	16	12	35000	0	4.6345	0
1980	8	17	12	35000	0	5.1075	-1
1980	8	18	12	35000	0	5.8815	-1
1980	8	19	12	35000	0	5.9677	-1
1980	8	20	12	35000	0	6.0593	-1
1980	8	21	12	35000	0.4658	7.2172	1
1980	8	22	12	35000	0	8.3623	-1
1980	8	23	12	35000	0	7.1183	-1
1980	8	24	12	35000	0	6.1247	-1
1980	8	25	12	35000	0.5666	5.9549	0
1980	8	26	12	35000	0.9635	5.568	1
1980	8	27	12	35000	8.4374	2.3442	0
1980	8	28	12	35000	6.9695	3.0028	-1
1980	8	29	12	35000	0.001	4.5037	-1
1980	8	30	12	35000	5.6512	4.166	-1
1980	8	31	12	35000	0	5.6566	1
1980	9	1	12	35000	0	5.3441	-1
1980	9	2	12	35000	2.858	4.4268	-1
1980	9	3	12	35000	0.1636	5.9582	1
1980	9	4	12	35000	0	4.6245	-1
1980	9	5	12	35000	0	3.2137	1
1980	9	6	12	35000	0.042	2.4283	-1
1980	9	7	12	35000	0	5.4165	-1
1980	9	8	12	35000	0	4.3814	0
1980	9	9	12	35000	0	5.8488	-1
1980	9	10	12	35000	0	6.2252	-1
1980	9	11	12	35000	0	5.5862	-1
1980	9	12	12	35000	0	5.3676	-1
1980	9	13	12	35000	0	5.486	-1
1980	9	14	12	35000	0.1043	5.7117	1
1980	9	15	12	35000	0.0914	6.4159	0
1980	9	16	12	35000	0	5.6194	-1
1980	9	17	12	35000	13.085	1.0606	-1
1980	9	18	12	35000	0	2.2682	1
1980	9	19	12	35000	0.1912	1.4278	1
1980	9	20	12	35000	0.1889	2.2529	1
1980	9	21	12	35000	0.0665	2.9961	0
1980	9	22	12	35000	0	4.5137	-1
1980	9	23	12	35000	0	4.6102	-1
1980	9	24	12	35000	0.3079	2.9804	1
1980	9	25	12	35000	0.022	3.1593	-1
1980	9	26	12	35000	0	2.0232	-1
1980	9	27	12	35000	0	2.8522	1
1980	9	28	12	35000	1.3098	1.3762	-1
1980	9	29	12	35000	37.888	0.7836	0
1980	9	30	12	35000	2.7412	0.7717	-1
1980	10	1	12	35000	0.0378	2.3406	0
1980	10	2	12	35000	0	3.9327	-1
1980	10	3	12	35000	0	3.6213	0
1980	10	4	12	35000	0	4.3011	1
1980	10	5	12	35000	0	4.816	-1
1980	10	6	12	35000	0	4.2538	0
1980	10	7	12	35000	0	4.0245	1
1980	10	8	12	35000	0	4.3219	0
1980	10	9	12	35000	0	3.9784	1
1980	10	10	12	35000	0	3.9767	0
1980	10	11	12	35000	0	4.925	1
1980	10	12	12	35000	0	4.079	0
1980	10	13	12	35000	0	3.8169	1
1980	10	14	12	35000	0	4.0225	-1
1980	10	15	12	35000	0	3.9187	-1
1980	10	16	12	35000	0	1.713	1
1980	10	17	12	35000	34.166	0.8837	0
1980	10	18	12	35000	28.133	0.6033	0
1980	10	19	12	35000	0.6966	1.5186	0
1980	10	20	12	35000	0	1.0556	1
1980	10	21	12	35000	0	2.7753	1
1980	10	22	12	35000	0	3.6413	-1
1980	10	23	12	35000	1.153	3.5524	-1
1980	10	24	12	35000	13.526	1.8203	-1
1980	10	25	12	35000	0	3.1377	1
1980	10	26	12	35000	0	1.7407	1
1980	10	27	12	35000	31.632	1.2639	1
1980	10	28	12	35000	0.6339	0.4657	0
1980	10	29	12	35000	0.042	0.5016	-1
1980	10	30	12	35000	0	2.8656	-1
1980	10	31	12	35000	0.1701	2.7811	-1
1980	11	1	12	35000	0	0.9502	-1
1980	11	2	12	35000	0	1.0119	-1
1980	11	3	12	35000	0	1.2198	-1
1980	11	4	12	35000	0	2.506	1
1980	11	5	12	35000	0	2.9029	-1
1980	11	6	12	35000	0	3.1555	-1
1980	11	7	12	35000	0	3.6437	0
1980	11	8	12	35000	0	3.1346	-1
1980	11	9	12	35000	0	1.9864	-1
1980	11	10	12	35000	0	1.4467	1
1980	11	11	12	35000	0	2.7384	-1
1980	11	12	12	35000	0	2.0887	0
1980	11	13	12	35000	0	1.8183	1
1980	11	14	12	35000	38.995	1.7496	0
1980	11	15	12	35000	11.429	0.2797	-1
1980	11	16	12	35000	13.702	0.3879	0
1980	11	17	12	35000	12.443	0.4162	-1
